

|Skills        |Country     |   n| mean|Job                       |
|redshift      |Netherlands |   5|  121|Business Analyst          |
|redshift      |Netherlands |   5|  121|Data Engineer             |
|elasticsearch |Greece      |   3|  121|Data Engineer             |
|elasticsearch |Greece      |   3|  121|Software Engineer         |
|azure         |Poland      |  38|  121|Senior Data Engineer      |
|azure         |Poland      |  38|  121|Data Engineer             |
|azure         |Poland      |  38|  121|Software Engineer         |
|azure         |Poland      |  38|  121|Data Scientist            |
|azure         |Poland      |  38|  121|Senior Data Scientist     |
|azure         |Poland      |  38|  121|Machine Learning Engineer |
|azure         |Poland      |  38|  121|Data Analyst              |
|azure         |Poland      |  38|  121|Senior Data Analyst       |
|azure         |Poland      |  38|  121|Cloud Engineer            |
|spark         |Finland     |   6|  120|Software Engineer         |
|spark         |Finland     |   6|  120|Data Engineer             |
|spark         |Finland     |   6|  120|Senior Data Scientist     |
|spark         |Finland     |   6|  120|Senior Data Engineer      |
|spark         |Finland     |   6|  120|Machine Learning Engineer |
|kafka         |Finland     |   6|  120|Software Engineer         |
|kafka         |Finland     |   6|  120|Data Engineer             |
|kafka         |Finland     |   6|  120|Senior Data Scientist     |
|kafka         |Finland     |   6|  120|Senior Data Engineer      |
|kafka         |Finland     |   6|  120|Machine Learning Engineer |
|react         |Poland      |   5|  120|Senior Data Engineer      |
|react         |Poland      |   5|  120|Data Engineer             |
|redshift      |Spain       |   7|  120|Senior Data Engineer      |
|redshift      |Spain       |   7|  120|Data Analyst              |
|redshift      |Spain       |   7|  120|Data Scientist            |
|redshift      |Spain       |   7|  120|Data Engineer             |
|looker        |Portugal    |  17|  120|Data Analyst              |
|looker        |Portugal    |  17|  120|Senior Data Scientist     |
|looker        |Portugal    |  17|  120|Data Engineer             |
|looker        |Portugal    |  17|  120|Senior Data Engineer      |
|looker        |Portugal    |  17|  120|Data Scientist            |
|looker        |Portugal    |  17|  120|Senior Data Analyst       |
|aws           |Belgium     |  16|  120|Data Scientist            |
|aws           |Belgium     |  16|  120|Machine Learning Engineer |
|aws           |Belgium     |  16|  120|Data Engineer             |
|aws           |Belgium     |  16|  120|Data Analyst              |
|scala         |Hungary     |   5|  120|Senior Data Engineer      |
|scala         |Hungary     |   5|  120|Data Analyst              |
|scala         |Hungary     |   5|  120|Senior Data Scientist     |
|scala         |Hungary     |   5|  120|Data Scientist            |
|scala         |Hungary     |   5|  120|Data Engineer             |
|mongodb       |France      |  30|  120|Machine Learning Engineer |
|mongodb       |France      |  30|  120|Senior Data Engineer      |
|mongodb       |France      |  30|  120|Data Scientist            |
|mongodb       |France      |  30|  120|Data Engineer             |
|mongodb       |France      |  30|  120|Senior Data Scientist     |
|mongodb       |France      |  30|  120|Software Engineer         |
|azure         |Hungary     |  12|  120|Senior Data Engineer      |
|azure         |Hungary     |  12|  120|Data Scientist            |
|azure         |Hungary     |  12|  120|Machine Learning Engineer |
|azure         |Hungary     |  12|  120|Software Engineer         |
|azure         |Hungary     |  12|  120|Data Analyst              |
|azure         |Hungary     |  12|  120|Data Engineer             |
|azure         |Germany     |  36|  120|Data Analyst              |
|azure         |Germany     |  36|  120|Cloud Engineer            |
|azure         |Germany     |  36|  120|Data Scientist            |
|azure         |Germany     |  36|  120|Senior Data Engineer      |
|azure         |Germany     |  36|  120|Software Engineer         |
|azure         |Germany     |  36|  120|Data Engineer             |
|azure         |Germany     |  36|  120|Business Analyst          |
|azure         |Germany     |  36|  120|Senior Data Scientist     |
|azure         |Germany     |  36|  120|Machine Learning Engineer |
|azure         |Netherlands |  18|  119|Senior Data Engineer      |
|azure         |Netherlands |  18|  119|Data Engineer             |
|azure         |Netherlands |  18|  119|Data Analyst              |
|azure         |Netherlands |  18|  119|Machine Learning Engineer |
|azure         |Netherlands |  18|  119|Software Engineer         |
|tensorflow    |Belgium     |   3|  119|Machine Learning Engineer |
|tensorflow    |Belgium     |   3|  119|Data Scientist            |
|flow          |France      |   9|  119|Data Engineer             |
|flow          |France      |   9|  119|Machine Learning Engineer |
|flow          |France      |   9|  119|Senior Data Engineer      |
|flow          |France      |   9|  119|Data Scientist            |
|flow          |France      |   9|  119|Software Engineer         |
|mongodb       |Spain       |   4|  119|Data Engineer             |
|ibm cloud     |Spain       |   2|  119|Data Engineer             |
|linux         |Germany     |  10|  119|Data Scientist            |
|linux         |Germany     |  10|  119|Software Engineer         |
|linux         |Germany     |  10|  119|Data Analyst              |
|linux         |Germany     |  10|  119|Machine Learning Engineer |
|linux         |Germany     |  10|  119|Data Engineer             |
|terraform     |Netherlands |   5|  119|Data Engineer             |
|terraform     |Netherlands |   5|  119|Machine Learning Engineer |
|terraform     |Netherlands |   5|  119|Senior Data Engineer      |
|azure         |Spain       |  27|  119|Software Engineer         |
|azure         |Spain       |  27|  119|Data Scientist            |
|azure         |Spain       |  27|  119|Data Engineer             |
|azure         |Spain       |  27|  119|Machine Learning Engineer |
|azure         |Spain       |  27|  119|Senior Data Engineer      |
|azure         |Spain       |  27|  119|Cloud Engineer            |
|azure         |Spain       |  27|  119|Senior Data Scientist     |
|azure         |Spain       |  27|  119|Senior Data Analyst       |
|azure         |Spain       |  27|  119|Data Analyst              |
|sql           |Poland      | 105|  119|Data Engineer             |
|sql           |Poland      | 105|  119|Business Analyst          |
|sql           |Poland      | 105|  119|Data Scientist            |
|sql           |Poland      | 105|  119|Data Analyst              |
|sql           |Poland      | 105|  119|Software Engineer         |
|sql           |Poland      | 105|  119|Senior Data Analyst       |
|sql           |Poland      | 105|  119|Senior Data Engineer      |
|sql           |Poland      | 105|  119|Senior Data Scientist     |
|sql           |Poland      | 105|  119|Machine Learning Engineer |
|pytorch       |Poland      |  14|  119|Machine Learning Engineer |
|pytorch       |Poland      |  14|  119|Data Scientist            |
|pytorch       |Poland      |  14|  119|Data Engineer             |
|pytorch       |Poland      |  14|  119|Software Engineer         |
|pytorch       |Poland      |  14|  119|Cloud Engineer            |
|go            |Poland      |  12|  119|Software Engineer         |
|go            |Poland      |  12|  119|Data Engineer             |
|go            |Poland      |  12|  119|Machine Learning Engineer |
|go            |Poland      |  12|  119|Senior Data Scientist     |
|go            |Poland      |  12|  119|Data Scientist            |
|java          |Romania     |   4|  119|Data Scientist            |
|java          |Romania     |   4|  119|Software Engineer         |
|java          |Romania     |   4|  119|Senior Data Engineer      |
|java          |Romania     |   4|  119|Data Engineer             |
|scikit-learn  |France      |   7|  119|Machine Learning Engineer |
|scikit-learn  |France      |   7|  119|Data Scientist            |
|hadoop        |Portugal    |  10|  119|Data Scientist            |
|hadoop        |Portugal    |  10|  119|Data Engineer             |
|hadoop        |Portugal    |  10|  119|Data Analyst              |
|sql server    |Germany     |   5|  119|Data Analyst              |
|sql server    |Germany     |   5|  119|Senior Data Engineer      |
|sql server    |Germany     |   5|  119|Data Engineer             |
|spark         |Belgium     |   9|  119|Data Analyst              |
|spark         |Belgium     |   9|  119|Data Engineer             |
|spark         |Belgium     |   9|  119|Senior Data Engineer      |
|spark         |Belgium     |   9|  119|Data Scientist            |
|pyspark       |Ireland     |   2|  119|Senior Data Scientist     |
|pyspark       |Ireland     |   2|  119|Data Scientist            |
|jira          |Greece      |   7|  119|Data Analyst              |
|jira          |Greece      |   7|  119|Software Engineer         |
|jira          |Greece      |   7|  119|Data Scientist            |
|jira          |Greece      |   7|  119|Data Engineer             |
|jira          |Greece      |   7|  119|Senior Data Engineer      |
|plotly        |Hungary     |   2|  119|Data Analyst              |
|plotly        |Hungary     |   2|  119|Senior Data Scientist     |
|pandas        |Belgium     |   2|  119|Machine Learning Engineer |
|pandas        |Belgium     |   2|  119|Data Scientist            |
