Skills,Country,n,mean,Job
excel,Poland,24.0,77.0,Data Analyst
excel,Poland,24.0,77.0,Data Scientist
excel,Poland,24.0,77.0,Business Analyst
excel,Poland,24.0,77.0,Senior Data Scientist
excel,Poland,24.0,77.0,Senior Data Analyst
jenkins,Poland,9.0,77.0,Machine Learning Engineer
jenkins,Poland,9.0,77.0,Data Engineer
jenkins,Poland,9.0,77.0,Software Engineer
jenkins,Poland,9.0,77.0,Senior Data Scientist
jenkins,Poland,9.0,77.0,Senior Data Engineer
jenkins,Poland,9.0,77.0,Data Analyst
sheets,Hungary,3.0,77.0,Data Analyst
sheets,Hungary,3.0,77.0,Data Scientist
nosql,Sweden,2.0,77.0,Data Engineer
nosql,Sweden,2.0,77.0,Business Analyst
qlik,Sweden,2.0,77.0,Business Analyst
qlik,Sweden,2.0,77.0,Data Analyst
html,Netherlands,1.0,77.0,Data Analyst
css,Netherlands,1.0,77.0,Data Analyst
powerpoint,Portugal,3.0,76.0,Business Analyst
powerpoint,Portugal,3.0,76.0,Software Engineer
powerpoint,Portugal,3.0,76.0,Data Analyst
excel,Romania,6.0,75.0,Data Analyst
excel,Romania,6.0,75.0,Data Scientist
vba,Romania,3.0,75.0,Data Analyst
word,Hungary,1.0,75.0,Data Analyst
word,Finland,1.0,75.0,Data Analyst
vue.js,France,1.0,75.0,Machine Learning Engineer
visio,Finland,1.0,75.0,Data Analyst
tableau,Denmark,2.0,75.0,Data Analyst
svn,Italy,1.0,75.0,Senior Data Scientist
spss,Portugal,1.0,75.0,Data Analyst
seaborn,Portugal,1.0,75.0,Data Scientist
sas,Portugal,2.0,75.0,Data Analyst
sap,Greece,1.0,75.0,Data Engineer
react,Denmark,1.0,75.0,Data Analyst
r,Denmark,2.0,75.0,Data Analyst
qlik,Ireland,1.0,75.0,Data Analyst
powerpoint,Hungary,1.0,75.0,Data Analyst
powerpoint,Finland,1.0,75.0,Data Analyst
power bi,Denmark,2.0,75.0,Data Analyst
plotly,Portugal,1.0,75.0,Data Scientist
neo4j,Belgium,1.0,75.0,Machine Learning Engineer
keras,Netherlands,1.0,75.0,Senior Data Scientist
jira,Denmark,1.0,75.0,Data Analyst
javascript,Denmark,1.0,75.0,Data Analyst
html,Denmark,1.0,75.0,Data Analyst
github,Italy,1.0,75.0,Senior Data Scientist
fastapi,Portugal,1.0,75.0,Data Scientist
dax,Greece,1.0,75.0,Data Analyst
css,Denmark,1.0,75.0,Data Analyst
confluence,Denmark,1.0,75.0,Data Analyst
angular,France,1.0,75.0,Machine Learning Engineer
alteryx,Greece,1.0,75.0,Senior Data Scientist
no-sql,Italy,1.0,74.0,Data Scientist
gitlab,Poland,1.0,74.0,Machine Learning Engineer
jupyter,Portugal,2.0,74.0,Data Analyst
jupyter,Portugal,2.0,74.0,Data Scientist
go,Belgium,9.0,73.0,Senior Data Engineer
go,Belgium,9.0,73.0,Data Analyst
go,Belgium,9.0,73.0,Data Engineer
confluence,Hungary,1.0,72.0,Data Scientist
matlab,Hungary,1.0,72.0,Data Scientist
oracle,Greece,4.0,71.0,Data Engineer
oracle,Greece,4.0,71.0,Senior Data Scientist
mongodb,Netherlands,2.0,71.0,Machine Learning Engineer
ansible,Netherlands,1.0,71.0,Machine Learning Engineer
c++,Belgium,2.0,69.0,Machine Learning Engineer
c++,Belgium,2.0,69.0,Software Engineer
keras,Romania,2.0,68.0,Software Engineer
keras,Romania,2.0,68.0,Machine Learning Engineer
cognos,Portugal,2.0,68.0,Data Engineer
cognos,Portugal,2.0,68.0,Data Analyst
yarn,Poland,2.0,68.0,Data Engineer
yarn,Poland,2.0,68.0,Senior Data Engineer
unity,Spain,1.0,67.0,Software Engineer
solidity,Spain,1.0,67.0,Software Engineer
vue,Greece,2.0,67.0,Software Engineer
react,Greece,2.0,67.0,Software Engineer
linux,Romania,2.0,67.0,Software Engineer
javascript,Greece,2.0,67.0,Software Engineer
html,Greece,2.0,67.0,Software Engineer
css,Greece,2.0,67.0,Software Engineer
angular,Greece,2.0,67.0,Software Engineer
slack,Spain,3.0,65.0,Senior Data Engineer
slack,Spain,3.0,65.0,Senior Data Scientist
slack,Spain,3.0,65.0,Data Engineer
groovy,Hungary,2.0,65.0,Data Scientist
groovy,Hungary,2.0,65.0,Machine Learning Engineer
microstrategy,Spain,1.0,65.0,Business Analyst
cognos,Germany,1.0,65.0,Business Analyst
powerpoint,Poland,8.0,64.0,Data Analyst
powerpoint,Poland,8.0,64.0,Data Scientist
powerpoint,Poland,8.0,64.0,Business Analyst
airflow,Greece,6.0,64.0,Business Analyst
airflow,Greece,6.0,64.0,Data Engineer
airflow,Greece,6.0,64.0,Machine Learning Engineer
airflow,Greece,6.0,64.0,Senior Data Engineer
matlab,Italy,2.0,63.0,Data Analyst
matlab,Italy,2.0,63.0,Data Scientist
terraform,Sweden,1.0,62.0,Data Engineer
rust,Sweden,1.0,62.0,Data Engineer
redis,Sweden,1.0,62.0,Data Engineer
node.js,Sweden,1.0,62.0,Data Engineer
mxnet,Sweden,1.0,62.0,Data Engineer
jenkins,Sweden,1.0,62.0,Data Engineer
opencv,France,2.0,60.0,Machine Learning Engineer
opencv,France,2.0,60.0,Software Engineer
visio,Ireland,1.0,59.0,Data Analyst
vba,Spain,1.0,59.0,Data Analyst
sheets,Germany,1.0,59.0,Data Analyst
sheets,France,1.0,59.0,Data Analyst
node,Spain,1.0,59.0,Data Analyst
assembly,France,1.0,59.0,Data Analyst
express,France,2.0,59.0,Data Analyst
express,France,2.0,59.0,Machine Learning Engineer
jenkins,Spain,4.0,59.0,Data Engineer
jenkins,Spain,4.0,59.0,Data Scientist
zoom,France,1.0,58.0,Data Scientist
windows,Spain,1.0,58.0,Cloud Engineer
vba,Germany,1.0,58.0,Data Scientist
tidyverse,Poland,1.0,58.0,Data Analyst
ssis,France,1.0,58.0,Data Analyst
spss,Germany,1.0,58.0,Data Scientist
spring,Spain,2.0,58.0,Data Engineer
seaborn,Romania,1.0,58.0,Data Scientist
ruby,Hungary,2.0,58.0,Machine Learning Engineer
qlik,Denmark,1.0,58.0,Data Analyst
puppet,Hungary,1.0,58.0,Machine Learning Engineer
powershell,France,1.0,58.0,Data Scientist
powerpoint,Romania,1.0,58.0,Data Analyst
powerpoint,France,1.0,58.0,Data Scientist
postgresql,Belgium,1.0,58.0,Data Engineer
php,Hungary,1.0,58.0,Machine Learning Engineer
perl,France,2.0,58.0,Data Scientist
perl,France,2.0,58.0,Data Analyst
mongo,Romania,1.0,58.0,Data Scientist
kubernetes,Belgium,1.0,58.0,Data Engineer
graphql,Spain,1.0,58.0,Data Engineer
github,Hungary,1.0,58.0,Machine Learning Engineer
express,Poland,1.0,58.0,Data Scientist
express,Germany,1.0,58.0,Data Scientist
elixir,Greece,1.0,58.0,Software Engineer
elasticsearch,Belgium,1.0,58.0,Data Scientist
dax,Netherlands,1.0,58.0,Software Engineer
cognos,Hungary,1.0,58.0,Software Engineer
blazor,Greece,1.0,58.0,Software Engineer
bash,Hungary,1.0,58.0,Machine Learning Engineer
ansible,Hungary,1.0,58.0,Machine Learning Engineer
typescript,Spain,2.0,57.0,Software Engineer
typescript,Spain,2.0,57.0,Senior Data Scientist
express,Belgium,1.0,57.0,Data Analyst
word,France,1.0,55.0,Data Analyst
vba,Italy,1.0,55.0,Data Analyst
spreadsheet,Greece,1.0,55.0,Data Analyst
sheets,Greece,1.0,55.0,Data Analyst
c#,Italy,1.0,53.0,Data Analyst
pyspark,Romania,1.0,46.0,Data Engineer
mongodb,Poland,4.0,46.0,Senior Data Engineer
mongodb,Poland,4.0,46.0,Data Engineer
firestore,Poland,1.0,46.0,Senior Data Engineer
express,Spain,1.0,46.0,Senior Data Scientist
sharepoint,Ireland,1.0,44.0,Data Analyst
flutter,Italy,1.0,44.0,Business Analyst
c,Romania,1.0,44.0,Software Engineer
